2016-02-29,79,DOMINOS PIZZA #5384,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21381&InspNbr=8,21381,8
2016-03-01,78,WAFFLE HOUSE #724,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18720&InspNbr=52,18720,52
2016-03-01,82,Ryans Family Steakhouse # 2462,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=14382&InspNbr=62,14382,62
2017-01-31,83,COCINA SUPERIOR,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16388&InspNbr=65,16388,65
2017-02-02,74,BESSEMER AIRPORT BAR AND GRILL,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21676&InspNbr=7,21676,7
2017-02-07,81,BISTRO V,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18734&InspNbr=41,18734,41
2017-02-09,83,BROOKDALE PLACE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=10216&InspNbr=47,10216,47
2017-02-03,82,SUBWAY #34716,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18359&InspNbr=25,18359,25
2017-02-09,84,BESSEMER ROAD FOOD MART JET PEP #434,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16235&InspNbr=27,16235,27
2017-02-14,84,ROCKIN RHONDAS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=22415&InspNbr=4,22415,4
2017-02-14,83,SHEZA FOOD MART,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=21887&InspNbr=6,21887,6
2017-02-16,84,FULL MOON BBQ,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=13726&InspNbr=39,13726,39
2017-02-21,78,ANOTHER BROKEN EGG CAFE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18446&InspNbr=26,18446,26
2017-02-21,84,JERSEY MIKES SUBS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=22044&InspNbr=6,22044,6
2017-02-21,82,COUNTRY INN & SUITES (BREAKFAST ROOM),http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16187&InspNbr=28,16187,28
2017-02-23,83,HOOD QWIK MART,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=22514&InspNbr=1,22514,1
2017-02-24,83,MCDONALDS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20824&InspNbr=20,20824,20
2017-02-27,81,Eurest Dining/ Regions Bank,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=11849&InspNbr=30,11849,30
2017-02-27,83,MI PUEBLO SUPERMARKET-DELI/BAKERY,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20986&InspNbr=15,20986,15
2017-03-06,83,"MAKI FRESH, LLC",http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=18014&InspNbr=70,18014,70
2017-03-01,74,D & W CONVENIENCE STORE,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=13282&InspNbr=46,13282,46
2017-03-09,77,MCDONALDS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=19551&InspNbr=14,19551,14
2017-03-13,84,WENDYS,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=16307&InspNbr=41,16307,41
2017-03-14,80,ZOES KITCHEN,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=15803&InspNbr=47,15803,47
2017-03-13,78,TOP THAT GRILL - BOSTON FISH SUPREME,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=22507&InspNbr=3,22507,3
2017-03-14,78,LANEYS RESTAURANT,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=11832&InspNbr=51,11832,51
2017-03-17,83,PAPA MURPHYS TAKE N BAKE PIZZA,http://www.jcdh.org/EH/FnL/FnL04.aspx?PermitNbr=20294&InspNbr=8,20294,8
2017-03-27,84,SAMS SUPER SANDWICHES 2812 18TH ST S BIRMINGHAM 35209,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=266&InspNbr=36,266,36
2017-03-27,83,MCDONALDS RESTAURANT 5170 MEDFORD DR HOOVER 35226,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=20923&InspNbr=9,20923,9
2017-03-28,73,SOUTH PARK CONVENIENCE STORE 2 SOUTH PARK RD SW BIRMINGHAM 35211,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=16494&InspNbr=11,16494,11
2017-04-03,84,BRIO TUSCAN GRILLE 591 BROOKWOOD VILLAGE LN BIRMINGHAM 35209,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=11778&InspNbr=43,11778,43
2017-04-04,83,KRYSTAL 5975 SERVICE RD BIRMINGHAM 35235,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=22169&InspNbr=5,22169,5
2017-04-12,83,JIM N NICKS 11th AVENUE GRILL 1908 11TH AVE S BIRMINGHAM 35205,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=10476&InspNbr=42,10476,42
2017-04-17,83,ENSLEY FOODS 1432 20TH ST BIRMINGHAM 35218,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=13160&InspNbr=49,13160,49
2017-04-18,81,JOHNNY ROCKETS 331 SUMMIT BLVD BIRMINGHAM 35243,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=9432&InspNbr=47,9432,47
2017-04-19,83,LOGANS ROADHOUSE RESTAURANT 3387 LOWERY PKWY FULTONDALE 35068,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=17628&InspNbr=40,17628,40
2017-04-21,84,ADAMSVILLE PARK FOOTBALL CONCESSION STAND 901 DOGWOOD RD ADAMSVILLE 35005,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=18764&InspNbr=8,18764,8
2017-05-03,82,THE GREAT WALL CHINESE RESTAURANT 706 VALLEY AVE BIRMINGHAM 35209,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=20798&InspNbr=25,20798,25
2017-05-01,84,PIZZA HUT #4208 3173 GREEN VALLEY RD VESTAVIA 35243,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=22464&InspNbr=4,22464,4
2017-05-08,82,CIRCLE K #2723805 1816 CRESTWOOD BLVD IRONDALE 35210,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=21728&InspNbr=11,21728,11
2017-05-10,82,RED LOBSTER #0046 1030 MONTGOMERY HIGHWAY VESTAVIA 35216,https://webapps.jcdh.org/scores/ehfs/FSSDetails.aspx?PermitNbr=21145&InspNbr=15,21145,15
